#word,meaning,option1,option2,option3
外国,foreign,foreman,feign,foreigner
等于,contain,constrain,curtain,mountain
认为,believe,relieve,belief,besiege
神圣,holy,hell,golf,halo
西班牙的,Spanish,autograph,stern,secondhand
出发,departure,begin construction,to drive a car,to inaugurate
安培,ampere,impede,amber,adhere
非洲,African,Hanzhong,Mariana Island,Malacca
争夺,contest,content,context,confess
沟渠,ditch,itch,itchy,detach
拖,drag,rag,oral,crag
装饰物,ornament,ornamental,armament,ointment
时代,era,brat,trap,rap
微弱,faint,quaint,paint,print
空白,blank,flank,plank,spank
菱形,diamond,polygon,stature,triangle
婚礼,wedding,wetting,pending,weeping
令人畏惧,awfully,foliage,telepathy,whenever
检阅,inspection,insertion,inspector,injection
习惯,habit,orbit,rabbit,hail
体温,temperature,freezing point,regulations,temperature
帽沿,brim,beam,drip,rim
品种,breed,seed,brew,greed
第二,secondary,secondly,fourth,half
海员,sailor,tailor,sail,silo
坏的,evil,devil,bail,exit
持续,duration,ration,nutation,donation
陆地,continent,contingent,confident,content
树干,trunk,brunt,funk,trend
着重,stress,distress,duress,stream
贷棚,shed,sled,them,stud
一样,uniform,inform,at the same time,be classified as
前夕,eve,eye,hoe,cave
雄禽,cock,crack,lack,crock
坚持,persist,permit,perish,desist
应给,due,dab,nut,dune
材料,stuff,stunt,buff,turf
潜水,dive,mine,dine,due
倾销,dump,rump,burp,dumpy
导航,navigation,aviation,navigator,lead
微细,minute,mint,mine,dilute
浅的,shallow,shall,hallow,swallow
检查,inspect,insect,aspect,inset
无限,infinite,infinity,finite,infinitive
惊骇,terror,lingering fear,all sorts of feelings well up in one's heart,to be amazed
木偶,puppet,supper,pepper,upset
寂静,quiet,quire,diet,squint
开始,outset,outfit,onset,outer
范围,scope,scoot,shape,cope
广泛,comprehensive,to be full of,minute,symmetry
死,death,teat,heat,debate
汗,sweat,swab,seat,peat
严格,severe,secure,several,revere
重要性,importance,importune,important,diaphysis
英雄,heroic,hero,heroin,hectic
帝国,empire,umpire,aspire,expire
反抗,revolt,revile,devout,revert
索价,charge,cargo,change,chance
刮,scrape,scraper,crap,scrap
取代,replace,place,fireplace,replay
放大,amplify,simplify,change of direction,to cut over
使变硬,harden,garden,burden,hard
火箭,rocket,pocket,racket,socket
桶,pail,pal,tail,jail
少许,trifle,rifle,trice,triple
脆弱,tender,wonder,sender,fender
世纪,century,denture,centre,venture
团,mass,mash,lass,miss
地区,region,regain,legion,reckon
准确,accurate,actuate,accuracy,inaccurate
租用,hire,hide,pore,hairy
杀人犯,murderer,murder,political prisoner,to revolt
标记,label,rebel,abed,lake
肉体,flesh,flush,lush,flash
不稳固的,unstable,unable,stable,notable
减去,subtract,additional,buy one's ticket after the normal time,to eliminate
磨快,grind,kind,rink,grant
小说,fiction,diction,auction,faction
机会,chance,chancy,enhance,hence
转换,switch,itch,twitch,ditch
相等,equal,dual,qualm,quail
已婚,married,join forces,be destined ,"Unity of will is an impregnable stronghold" 
密,thickness,sickness,vagrant,sheep
杂志,magazine,margarine,chronicle,article
基督教《圣经》,Bible,cable,idle,title
雨,rain,rainy,pan,train
禁止,forbid,ford,torrid,torpid
快活,jolly,holly,bully,volley
超出,exceed,extend,excess,expend
输出,export,port,expert,extort
容忍,bear,heap,beta,bleak
要不然,otherwise,as,provided,because
看一下,glance,lance,glaze,France
乞丐,beggar,bear,creditor,debtor
欢乐,joy,ion,jog,mot
懒散,idle,bridle,sidle,ride
分开,apart,alert,pat,pact
尽,exert,expert,overt,ewer
痛苦,bitter,jitter,bier,sister
投递,delivery,livery,deliver,to transmit
地址,address,addressee,readdress,actress
天气,weather,feather,sweater,gather
出发,depart,apart,deport,depict
使固定,fix,gin,oil,lip
使不满,dissatisfy,ours,periphery,garbage
擅离,desert,dessert,decent,descent
特别,peculiar,pecuniary,secular,strive as much as possible
感染,infect,inject,infest,insect
短棍,bat,beat,butt,bet
虚弱,feeble,enfeeble,foible,fable
否定,negative,negation,native,negate
可能性,probability,characteristic,flexibility,haughtiness
立方形,cube,cub,hub,sure
污物,garbage,barrage,garage,garble
沉默,silent,sleet,talent,siren
理想,ideal,dead,idea,deaf
半岛,peninsula,peninsular,Nansha  Islands,the other side of
店员,clerk,clock,creek,celery
多数,majority,maturity,minority,many
选择,option,caption,oration,action
发动机,motor,donor,molar,voter
沙的,sandy,candy,brandy,windy
一般,generally,following,inequality,close to
作答,respond,rescind,despond,resound
不定,indefinite,infinite,definite,infest
实例,instance,instant,distance,insane
可取,desirable,shortcomings,defensive ,advantage
哲学家,philosopher,investigator,historian,researcher
完全相同,identical,bombshell,parable,bristle
预备,provision,precision,proviso,profusion
没有希望,hopeless,homeless,topless,loveless
单独,sole,soft,pole,yore
抱怨,mutter,cutter,muster,hunter
意见,judgement,judgment,appeal,thought
可取,unfortunate,inexpensive,stigma,selfish interest
小说,story,stoop,study,stay
当…的时候,whilst,wrist,whisk,whit
生锈,rusty,crusty,crust,dusty
女房东,landlady,sparerib,eiderdown,percolator
快乐,delight,daylight,light,sidelight
相对性,relativity,national,probability,limitations
蒙蔽,deceive,decease,decide,decisive
专业,speciality,specialize,specialty,specially
过量,excess,access,excel,except
引起,generate,venerate,general,degenerate
扣子,clasp,cap,clamp,grasp
避免,avoid,void,avid,acrid
拉紧,strain,brain,strait,trait
主要,central,ventral,general,mental
针,pin,inn,pant,din
必然性,necessity,necessary,authoritative,decisive
出现,appear,appeal,appease,upper
误会,misunderstand,to admire,worth hearing a hundred times,take notice of
诗歌,poetry,portly,pantry,piety
小鸡,chicken,cricket,sicken,thicken
英亩,acre,fare,more,act
财产,property,prosperity,poverty,proper
烟草,tobacco,opium,poison,arsenic trioxide
连续,successive,succession,endlessly,long ago
外科,surgery,surety,sorcery,surge
实践,practical,tactical,practice,to construct
学院,institute,constitute,destitute,school
乐队,band,bond,bank,bung
滴下,drip,trio,drop,drain
胶,glue,flue,glee,plug
渔夫,fisherman,shepherd,groom,hunter
小型考试,quiz,equip,quip,quit
宠坏,spoil,spool,snail,oil
锅,pot,jot,depot,put
虎钳,vice,voice,pick,pie
角,corner,cornea,sorter,cornet
葡萄牙语,Portuguese,Hindi ,Portuguese ,Arabic 
火车头,locomotive,locomotion,racing bike,motorcycle
丢弃,abandon,love my dog,to waive one's right to vote,forfeit 
不可能的,impossible,possible,impassable,lesson
螺栓,bolt,host,volt,bob
加深,deepen,deep,beeper,keeper
很可能,doubtless,countless,farther,bullion
锚,anchor,archer,author,anyhow
行政部门,service,device,survive,serve
攀登,climb,limb,climax,plumb
羊毛,wool,food,fool,idol
特殊,particular,general,matchless,start something new or original
有弹性的,elastic,plastic,lactic,drastic
影响,influence,affluence,confluence,inference
上帝,lord,blood,gird,norm
随后,subsequent,always,as expected,double
她,her,user,hen,here
日出,sunrise,surprise,surmise,to emerge
爆发,explosion,expulsion,exclusion,expansion
输掉,lose,lone,loose,arse
感动,affect,effect,abject,afflict
吹嘘,boast,boat,toast,bass
承认,admit,emit,adopt,limit
发音,pronunciation,to yell,to groan,smoke 
纺织品,textile,tactile,texture,exile
瞎的,blind,blend,blink,bind
心理,psychological,notion,creativity,conception
媒质,medium,tedium,pendium,media
细菌,bacteria,termite,bedbug,antibody
抄件,copy,cosy,cope,crop
统一,unity,unify,purity,knit
将…处死,execute,execrate,executive,excuse
同情,sympathetic,cherish,to feel sorry for a person over sth that should have happened,an understanding
重获,recovery,recover,button,venerable
真空,vacuum,vacuous,a job,on one's desk
较小,minor,honor,miner,visor
征,impose,impute,impede,expose
石灰,lime,slimy,file,line
认错,apology,zoology,analogy,ecology
偏见,prejudice,consensus,political views,objection
诱惑,temptation,to drive,infect,attractive
被打碎的,broken,badly battered,shed blood,casualties
远处,distance,instance,distaste,pittance
池塘,pond,port,ford,pomp
投资,invest,vest,invert,incest
摇动,tremble,treble,temple,trample
经济,economic,economist,economy,economics
露,dew,cow,pen,yen
进行,pursue,pure,purse,puree
改做,alter,meter,actor,altar
呆板,wooden,woodman,widen,woolen
憎恨,hatred,hare,watered,matted
青肿,bruise,brush,truism,cruise
优秀,excellent,excellency,clever,be worth reading a hundred times
皮箱,luggage,baggage,bellows,mailbox
使悲痛,grieve,drive,groove,grave
加盐于,salt,mall,sift,ball
不平常地,unusually,how,to the greatest extent,torture
激励,stimulate,stimulant,stipulate,simulate
漂亮,pretty,petty,piety,treaty
新来者,stranger,strange,estrange,stagger
摄影,photographic,exposure,fixation,to rinse
有意,conscious,especially,unscrupulously,uninhabited
韵律,rhythm,low-profile,frequency modulation,two or more characters with the same vowel formation
推迟,postpone,postcode,stabilize,consolidate
词典,dictionary,drill book,dictionary,encyclopedia
热情,zeal,gear,bead,wear
参议院,senate,sonata,rebate,sedate
鸽子,pigeon,pinion,piston,pigeon
百分度的,centigrade,shudder,stable,pernickety
骆驼,camel,hazel,fame,cake
带,ribbon,usefulness,anteroom,crib
内疚,guilty,guilt,quilt,guile
学到,acquire,inquire,require,enquire
不必要的,unnecessary,cannot,loss,extant
改进处,improvement,caretaker,kilovolt,ferocity
统治者,ruler,refer,rider,river
使闪耀,sparkle,parole,startle,spangle
改变,conversion,convention,inversion,concession
褐色,brown,croon,brow,frown
官员,officer,office,offer,Roosevelt
庄严,solemn,spleen,column,sole
真的,very,verb,vend,hers
糖,sugar,augur,spear,sear
等候,await,aware,wait,award
粉红色,pink,bind,line,inn
愤慨,indignant,indigent,mad,to take one's anger out on sb 
最后,final,foal,vital,finely
项链,necklace,ring,jewelry,parachute
造反,rebel,reel,libel,repel
离婚,divorce,diverge,diverse,to rest
使得,render,enter,rend,sender
虹,rainbow,dew,smoke,smoke 
燃料,fuel,full,duet,free
牧草,grass,crash,gnash,gross
潮,tide,glide,aide,mid
运货汽车,lorry,wordy,curry,hoary
拇指,thumb,thug,tub,throb
崇拜,worship,warship,workshop,airship
数学,mathematics,military science,zoological,science and technology
中止,pause,abuse,parse,plus
社会主义,socialism,racialism,socialist,socialite
真诚,cordial,turn ,craft,loyal to
惨事,tragedy,incident,issue,civil matters
使堵塞,jam,jamb,war,warm
严格,strictly,deferent,revolutionary,vehement
钉,nail,nil,rail,nay
船,vessel,easel,weasel,lessee
预备,preliminary,raise ,to manage,portable
作用,action,notion,inaction,exaction
设计,device,dice,divide,advice
令人愉快,grateful,graceful,hateful,ungrateful
可以解决,soluble,voluble,insoluble,double
内部,inner,insert,inset,winner
大洋洲,Oceania,Central America,Asia,field
旋纽,knob,knot,nod,fob
灰,ash,cast,so,cask
华氏温度计,Fahrenheit,downright,captivate,brave
会议,session,cession,mission,section
海岸,coast,coastal,blast,roast
耐久,last,fast,dash,tasty
日落,sunset,unseat,sense,outset
敏感,sensitive,sensitize,be smooth and slick ,stupid
入口,entrance,trance,enhance,endurance
俘虏,captive,capture,native,capsize
保卫,defend,depend,define,legend
接合,conjunction,be linked,cyber-,prevalent
差距,gap,a,sap,rap
观察员,observer,observe,captain,vacancy
小的,little,tattle,spittle,battle
有责任的,responsible,companion,conspire,ecuadorian
脑力,brain,chain,drain,rainy
朝气蓬勃,vigorous,rigorous,timorous,to excite
维护,behalf,behave,half,befall
特征,feature,stature,lecture,nature
试,trial,phial,trail,tribe
浆果,berry,decry,perky,weary
飞机,aircraft,spaceship,ark,glider
睡着,asleep,sheep,sleep,steep
库存品,stock,shock,stocky,sock
水晶,crystal,coastal,hydrocarbon,crystal
导师,tutor,stupor,outer,author
星期三,Wednesday,Tuesday,last month,Friday
开除,sack,bark,rack,back
直接,directly,indirect,intersect,as luck would have it
主管人员,governor,govern,disband,muffler
托盘,tray,they,crag,fray
听力,ear,tar,fat,heat
禽兽,brute,prude,prate,saute
货物,goods,good,wood,goody
雪的,snowy,snort,stony,snore
自主,freedom,womb,hobbyhorse,drove
一口,mouthful,youthful,truthful,insignificant
支柱,column,volume,colon,calumny
料想,imagine,marine,image,guess
加快,quicken,chicken,quieten,quick
不合法的,illegal,legal,hidden,legal
天然,naturally,ready made,safe,using a talented person in an insignificant position
垂直,vertical,languish,winding,meager
打,beat,beast,bolt,eat
公用电话亭,booth,month,broth,loath
运动,motion,notion,potion,nation
海军,navy,may,hazy,wavy
窃贼,thief,thieve,chief,chef
坐落,stand,stare,bland,spank
通讯,communication,record,biography,journal
繁荣,prosperous,prospectus,smooth,scattered
相当,quite,site,quit,quiet
强迫,compel,copper,complex,cope
夸大,exaggerate,exasperate,boast,brag
本土,native,negative,waive,nature
非凡,singular,angular,insular,original
剪刀,scissors,ice skates,ax,spindle
估计,compute,complete,compete,compote
斧子,ax,spindle,ice skates,scissors
有吸引力,attractive,attraction,inflate,woo
可能,liable,pliable,sizable,viable
鞋带,lace,lacy,lance,hare
恩惠,benefit,befit,be defeated,issue
威力,might,mist,mighty,ought
王冠,crown,crow,gown,clown
气喘,gasp,rasp,gash,wasp
充满,injection,inception,infection,invention
乳酪,cheese,these,cheery,choose
物质,physical,physics,physically,physician
冗长乏味,tedious,tenuous,odious,studious
解释,explain,plain,exploit,exclaim
木材,timber,timer,titter,bomber
自动,automation,automatic,male and female,smooth
印度,India,Kazakhstan,Kuwait,Tajikistan
故意,intentional,specialized,as far as possible,unwittingly
犯,commit,comic,comment,vomit
牲口,cattle,castle,kettle,battle
味道,odour,odious,sour,scour
瓷器,china,pottery,charger,sleeper
繁荣,prosperity,posterity,property,take on action
伊甸乐园,paradise,parasite,parade,praise
纯粹,absolute,absolve,resolute,obsolete
借口,excuse,excess,execute,exude
改革,reform,perform,deform,record
手枪,pistol,piston,pastel,distil
电子学,electronics,geometry,biology,linguistics
煤,coal,corn,coil,oval
证件,certificate,cashier's check,leaflet,order
学院,college,collide,collect,colleague
戏剧,theatre,there,sheathe,serenade
邮寄,mail,wail,bail,hair
光辉,brilliant,firmly,untrammeled,coarse
叹气,sigh,sight,site,side
苦工,slave,late,stave,stake
猜测,guess,guest,loess,mess
烂,rot,lot,role,ram
陆军中尉,lieutenant,though,ahem,valuation
恭敬,respectful,resentful,deferent,frantic
厕所,convenience,bridal chamber,dining-hall,drawing room 
汤,soup,sour,sap,slut
不愿意的,unwilling,unwitting,willing,bunny
登陆,landing,warlike,trade war,to land
设立,establishment,construction,to establish diplomatic relations,to break open
选择,choose,loose,chrome,cheese
服装,dress,caress,dross,tress
印度,Indian,India,developed nation,Niger
拖拉机,tractor,traitor,reactor,tract
根据,evidence,eminence,evident,evince
承认,acceptance,acceptable,criticism,to accuse
爱好,passion,fashion,bassoon,pension
聪明,intelligent,astute,not work,be indomitable
丛书,series,serve,eerie,serial
有错误的,faulty,faculty,vault,fault
计划表,schedule,masterpiece,school timetable,schedule
准备,preparation,armaments,arrange,to format
地中海,Mediterranean,the Arctic ocean,ocean,the Baltic Sea
结冻,freeze,breeze,freezer,freely
啼,crow,crowd,brow,brown
爵士音乐,jazz,haze,jar,jam
九十,ninety,nine,nicety,finely
使苦痛,rack,racy,talk,rasp
感觉迟钝,stupid,stupor,stud,tepid
节约,spare,snare,stare,shore
到达,arrive,strive,arise,drive
锐利,sharply,interesting,aggressive,dull
疑心,suspect,respect,inspect,subject
裤子,trousers,upper outer garment,shorts,skirt
心情,mood,wood,soot,zoom
在前,previous,devious,precious,be 
热心,zealous,jealous,zealot,jealousy
生存,exist,axis,waist,enlist
勋章,medal,mental,meal,pedal
裁判员,judge,fudge,nudge,budge
日志,journal,journey,notes,record
天赋,genius,census,genus,genial
超级市场,supermarket,entity,transnational corporation,financial group
安全,secure,spectre,score,insecure
心跳,pant,sane,pact,waft
损害,injury,injure,inquiry,insure
追忆,recollect,collect,to look for,require
像要,like,lake,tie,hike
丧礼,funeral,funereal,general,mineral
障碍,barrier,carrier,warrior,barren
裸体,naked,marked,rake,fake
认出,recognition,comparable,to know what's what,to divert funds
踝,ankle,mantle,able,angle
咀嚼,chew,crew,hew,sew
直升机,helicopter,spaceship,airliner,airplane
给…分等级,grade,glade,craze,grace
建造,construct,constrict,instruct,construe
在户外,outdoors,outdoor,arise,alien
刺,thorn,than,horn,churn
帐篷,tent,vent,potent,nest
可取的,advisable,admirable,disable,blackout
许可,liberty,liberal,liberate,puberty
政治家,statesman,salesman,talesman,observer
第二十,twentieth,seventh,half ,millions
皇帝,emperor,queen,shop owner,contractor
居民,inhabitant,ethnic Chinese,fellow citizen or countryman,overseas Chinese
刀刃,blade,blare,shade,bane
碎布,rag,tax,hag,fray
服从,submit,summit,sublet,subsist
夜,night,right,blight,plight
粥,porridge,critic,carbuncle,allure
淹死,drown,drain,frown,crown
童年,childhood,senior,school age,juvenile
蘑菇,mushroom,washroom,to come to an end,become due 
样子,aspect,inspect,specs,suspect
花费,expense,expose,expend,expensive
讽刺,thrust,Christ,threat,thrush
和,amount,abound,mount,aunt
猪肉,pork,poke,work,monk
有趣,interesting,comical,pitiful,tedious
大会,congress,compress,confess,assembly
治疗,treatment,quick sketch,to map,sculpture
饮,drink,drill,rank,rink
仅仅,merely,heresy,mere,merry
类似,similarly,asynchronous,similar,almost, nearly
签字,signature,signatory,give an alarm,return
战役,battle,tattle,baste,wattle
普通,commonly,common,exceptional,first-class
在海外的,overseas,overhear,overseer,overstay
译文,version,aversion,vermin,cession
领会,appreciate,depreciate,know ,misunderstanding
罪,sin,fen,sign,min
聚焦,focus,four,opus,foul
叮,bite,bile,kite,dice
巨大建筑物,castle,hustle,cattle,bustle
修改,revise,revile,crevice,reverse
一代,generation,federation,generator,prison term
科学家,scientist,dancer,historian,novelist
半年,semester,sequester,half a year,several years
课程,lesson,legion,cession,lasso
千克,kilogram,decigram,milligram,kilometer
司令官,commander,commandeer,colander,commando
渴望,eager,sage,wager,eraser
炉子,furnace,surface,surname,Chinese peck
即,namely,enamel,lately,family
开始,opening,to drive a car,to touch,school opens
一块油画布,canvas,canvass,canal,trashy
一大群,swarm,stark,alarm,star
节日,festival,festive,bestial,International Labor Day 
使协调,coordinate,modulation,transfer,allocate and transfer 
慈善事业,charity,clarity,chatty,chary
符号,symbol,cymbal,symbolic,gambol
一点儿,somewhat,numerous,all,negligible
样子,fashion,faction,passion,fusion
制度,institution,slavery,republic,dictatorship
大臣,secretary,lottery,leisure,prototype
练习,exercise,expertise,excise,to do physical training
实际上,virtually,around,finally,it would be better to
旅客,guest,gust,greet,quest
阻止,prevent,present,repent,pretend
战胜,overcome,overcoat,overtime,give up on
爆炸,blast,boast,east,blah
混杂,mess,meat,messy,miss
浸没,submerge,cram,tribune,author
使不愉快,displease,disease,dispense,disperse
茂盛,flourish,nourish,florist,fertile
门廊,porch,forth,punch,perch
耗竭,drain,raid,train,braid
图书馆馆长,librarian,barred,airy,compass
数字,digital,digit,Chinese character,oracle inscriptions of the Shang Dynasty  on tortoiseshells or animal bones
猛击,bang,babe,hang,band
眉,brow,iron,drop,brew
收到,receipt,precept,recipe,receive
关系,relationship,be irrelevant,concerning,to abstain from voting
摩,stroke,striker,strong,stake
一打,dozen,doze,doe,down
窝,nest,gust,inept,newt
标题,title,entitle,tinkle,lithe
拍手,clap,clasp,clod,plan
强有力的,powerful,prospect,steadfast,assist
内阁,cabinet,clarinet,canine,cabin
鲁莽,foolish,polish,bookish,abolish
旅行,tour,pour,tout,tone
鱼,fish,mash,wash,his
构成,comprise,compose,compromise,compile
重担,weight,right,weigh,light
试图,seek,elk,neck,sleek
词句,expression,oppression,impression,depression
缰绳,rein,spin,vain,reign
吠,bark,bake,lard,barn
领航员,pilot,tilt,plot,blot
古代,ancient,ascent,incident,accident
运载工具,carrier,barrier,career,cashier
剥,strip,sprig,script,strife
山腰,hillside,volcano,Mt. Kunlun,Pusan
有前途的,promising,twit,scoundrel,clearance
毫不,none,alone,phone,pane
语言,language,verb,vernacular,aphorism
指导,guidance,nuisance,correspondence course,to guide
不顾一切,regardless,be slovenly,frail,be tempered into a steel
再检查,review,revise,preview,revive
囚犯,prisoner,prison,enumerate,acme
轮胎,tyre,lyre,yore,tile
过滤,filter,silver,falter,fitter
使更好,improve,improper,implore,prove
配合,cooperate,corporate,operate,to fit
磁极,pole,lode,pork,pose
楼,storey,stormy,stone,store
搅打,whip,wisp,hip,whim
优美,grace,gramme,race,grade
极大,tremendous,be lower than,undersized,vast
通敌,treason,season,reason,arms
赚得,earn,man,far,urn
功能,function,friction,suction,junction
眼的,optical,optional,topical,optician
魔鬼,devil,evil,bedevil,peril
和谐,tune,funk,hue,tuna
选举,election,elation,elective,electron
…山,mount,count,mound,monk
目录,catalog,catalogue,tint,table of contents
招呼,greeting,wait upon,to guarantee,escort the Emperor
各种,different,difference,diffident,some kind 
盆地,basin,oasis,sin,rain
抵抗力,resistance,resistant,assistance,force majeure
手套,glove,grove,slave,alone
基督教徒,Christian,Christmas,sob,misprint
预料,expect,expert,respect,aspect
证明,verify,all things tends in one direction,visible,response
满意,content,contempt,concert,consent
名誉,reputation,deputation,repetition,regulation
多石,stony,story,tone,cony
分,divide,livid,dividers,divine
评价,evaluate,evacuate,to appraise,supervise and urge
锡,tin,tiny,kink,tit
暗示,clue,clump,care,club
表面不平,rough,tough,bough,though
壮丽的,magnificent,commend,facility,decibel
专门,special,social,especial,specify
烟囱,chimney,chime,receiver,pager
增补,supplement,buy one's ticket after the normal time,lengthen,widen
总产量,production,prediction,productive,protection
少数,minority,majority,one by one,complete
发行,issue,tissue,ensue,assume
预告,predict,predicate,product,edict
坏的,wicked,wicker,wicket,ticket
准确度,accuracy,accurate,length of 2 outstretched arms,illumination
直率,freely,breezy,greedy,rely
中间,intermediate,can,very difficult ,to pass a test
量器,gauge,gaunt,gage,gauze
除…之外,except,accept,excerpt,expert
铜币,copper,coffer,copier,chopper
鹅,goose,good,close,noose
变压器,transformer,browser ,connector,drive
想象中的,imaginary,emulation,exact,practice
别的,else,dense,verse,blue
确立,establish,legislation,establish a capital,designated
目击,witness,fitness,waitress,face to face
弯曲,bend,wend,fend,bane
完成,complete,compete,incomplete,compote
季度,quarterly,pry,sanitation,compromise
客观,objective,objection,subjective,adjective
相对,relatively,both can be implemented without coming into conflict,furnish,contradiction
瞥见,glimpse,blink,supercilious look,keep watch
通用,current,currant,recurrent,currently
解决,solution,pollution,resolution,evolution
更少,less,bass,mess,loss
表面上的,apparent,parent,refund,deer
樱桃,cherry,clergy,sherry,carry
主要,main,mail,nail,man
专业,major,mayor,mason,maker
认为,consider,confide,consumer,embrace
找到,find,bind,bond,fin
烧硬,bake,fake,bane,bash
确定,positive,position,punitive,pragmatic
辜负,betray,beta,tray,defray
楼梯,staircase,gallery,stoop,street
酸的,sour,bout,spurn,scour
解释,explanation,postscript,to leave one's comments,quote
缄默,mute,duke,jute,mote
日报,daily,hail,daisy,dairy
挤满,pack,pock,pain,tact
考虑周到,considerate,backstreet,corral,surgical
察觉,perceive,perceptive,deceive,receive
最高,supreme,spree,gallon,stumpy
暗示,imply,simple,impale,ample
工业,industrial,farming,mining industry,one's own profession
半导体,semiconductor,liquid,semi-fluid,fluid
不幸,distress,listless,mistress,distrust
喷气式飞机,jet,fete,jug,wet
个别,individual,from,to be independent,with one's own hands
药粉,powder,yonder,ponder,powdery
表明,indicate,indict,vindicate,indicative
习惯用语,phrase,purse,phase,pirate
嵌入,insert,desert,inset,insist
点心,refreshment,slippery,to eat a meal,taste
邻居关系,neighbourhood,navigation,guardian,intestate
法律,legal,leg,regal,lethal
煤气,gas,gym,fad,pad
给人印象深刻的,impressive,impassive,impression,oppressive
保护,protection,projection,production,protective
流行,popular,poplar,copula,ocular
波涛,wave,care,face,walk
信用,credit,accredit,remit,edit
伸出,project,protect,reject,prefect
队伍,procession,profession,processor,recession
加仑,gallon,gallop,salon,allow
缺乏,absent,absentee,ascent,abject
极其,extremely,least,receive commands,bear
铝,aluminium,aluminum,copper-nickel alloy,gold
使联系,relate,replete,cremate,elate
松鼠,squirrel,quarrel,crocodile,mole
逼真,lively,lovely,livery,likely
而且,furthermore,and,before a verb] handle, deal with,along with
一套房间,flat,clay,fiat,fate
脉搏,pulse,purser,nurse,impulse
陈列,exhibit,array,list,be decorated with lanterns and colored banners
陈腐的,stale,scale,stair,sale
细菌,germ,very,seem,gem
除…之外,besides,beside,bedside,betimes
邀请,invitation,indication,invocation,imitation
暖和,warmth,worth,warm,warpath
推荐,recommendation,appear ,to present,warn
由…组成,consist,consort,convict,coexist
汽水,soda,sod,soap,soot
矛,spear,peat,spray,specs
哭泣,weep,peep,week,deep
黑色火药,gunpowder,nuclear warhead,explosive ,landmine
钱包,wallet,valley,ballet,pallet
到达者,arrival,arrive,rival,carnival
款待,treat,great,teat,trust
限制,limitation,imitation,to restrict,arouse
在…旁边,beside,betide,besides,reside
名词,noun,ion,anon,dun
同意,consent,consort,comment,convert
介绍,introduction,recommend ,warn,nominate
领土,territory,war zone,manor,battlefield
兔子,rabbit,rabid,gambit,habit
湾,bay,baby,navy,way
可靠性,reliability,buffer,discovery,ugly
人工,artificial,flexible,gruff,female
司,bureau,bursar,break,bread
妥协,compromise,comprise,injure,tame
诚实,honesty,good-natured,jolly,to moderate
短暂,brief,bring,brine,grief
长途公共汽车,coach,cache,couch,crack
比率,proportion,promotion,percentage of children who enter school,recovery ratio
代替人,substitute,eventful,magazine,ounce
监禁,jail,gain,mail,ail
旅客,passenger,messenger,kin,passenger
明白,clearly,aware,to know,forget
能量,capacity,calamity,capacitor,sagacity
拧,pinch,punch,itch,prince
邮递员,postman,postwar,postal,postmark
修饰,modify,codify,notify,edify
锻炼,training,exercise,coach,test
异常,remarkable,reparable,at most,to bear
航天器,spacecraft,monitor ,hardware,server 
疲倦,weary,beard,wry,warm
大大,greatly,uncle,protector,parent
殖民地,colony,colon,cony,crony
不友善的,hostile,hospice,jostle,hostage
等同,equality,equalize,qualify,quality
均匀,even,eve,ewer,event
疏忽,neglect,select,deflect,elect
寡妇,widow,window,wide,widowed
指示,instruct,obstruct,instinct,instructor
班长,monitor,monster,janitor,mentor
氮,nitrogen,merciful,uneasy,prop
青铜制品,bronze,bone,booze,prone
菜肴,dish,dirk,disc,posh
惟恐,lest,pest,let,lilt
突出,outstanding,overhang,sunken,screen
有限,limited,series,many,a huge sum
请求,pray,tray,spray,prey
法国人,French,bench,retch,wrench
裂缝,crack,quack,wreck,track
使窘迫,embarrass,habit,magnesia,semester
罚金,fine,find,kind,zone
刺激物,spur,stir,spot,slut
猫熊,panda,panel,candy,pang
划,row,roof,rote,rob
埋藏,bury,buoy,turf,jury
把…排除在外,exclude,excuse,exude,seclude
友谊,friendship,sexual relations,flesh,step
星期四,Thursday,Japan,Sunday,Saturday
恐吓,threat,heat,treaty,thread
卷轴,reel,weal,heel,revel
第四,fourth,No. 3,half,secondly
昂贵,costly,jostle,portly,mostly
共同,together,tether,altogether,exactly
医学,medicine,medicinal,geography,a required course
安装,installation,assemble and install,pave,put
医院,hospital,hospitable,vocational high school,Harvard 
春季,springtime,springtide,annual,midsummer
不愿,reluctant,resultant,cannot get,to wish
很,perfectly,unfinished,somewhat,further
偶然,accidental,accident,incidental,unexpected
取消,cancel,canoe,lancet,cane
译员,interpreter,veterinary,media,maternal grandmother
成员,member,merger,lumber,ember
成功,successful,to suffer a setback,fall to enemy occupation,not do one's best
扩大,expand,expend,errand,expound
事件,event,vent,even,vest
百分比,percentage,parentage,incidence of a disease,percentage of votes obtained
出席,attend,batten,matted,ascend
请来,fetch,perch,hatch,match
确保,insure,injure,ensue,sure
保险费,insurance,instance,assurance,insurant
海绵,sponge,spongy,spouse,sponger
给…以灵感,inspire,inquire,respire,conspire
摩擦,friction,faction,fiction,fraction
正直,straight,straighten,strait,unworthy
搔,scratch,scratchy,stretch,snatch
亚麻布,linen,fine,line,links
发射,shot,to review,advanced studies,written examination
农村,rural,aural,hurl,mural
搭救,saving,knoll,conduction,murmur
劈开,split,slip,slit,splay
推,push,posh,pus,opus
延长,extend,extent,expend,expand
发起,sponsor,sensor,sponger,spoor
卷,volume,plume,voluble,column
